Address,Lat,Lon,Flood_Zone,nine,twentyone,thirtysix,Reclaimed,Flipped,Price,Price_Diff,Proptype,Year_Built,Times_Sold,Year_Sold
20 Montclair Ave #1,42.290257,-71.142487,0,0,0,0,0,0,267500,0,Condominium,1920,2,2009
21 Beacon St #4A,42.358024,-71.062535,0,0,0,0,0,0,267500,25000,Condominium,1899,2,2003
21 Beacon St #6E,42.358102,-71.062597,0,0,0,0,0,0,267500,13000,Condominium,1899,4,2002
21 Sanford St,42.274052,-71.071763,0,0,0,0,0,0,267500,175000,Single-Family,1920,2,2000
21 Wormwood St #322,42.347341,-71.05033,1,1,1,1,1,0,267500,54000,Condominium,1900,4,2007
2119 Dorchester Ave,42.278087,-71.066573,0,0,0,0,0,2,267500,75000,Three-Family,1910,2,2000
22 Tremlett St,42.295061,-71.069491,0,0,0,0,0,0,267500,190000,Single-Family,2001,3,2001
230 Fuller St,42.280814,-71.076322,0,0,0,0,0,0,267500,35000,Two-Family,1920,2,2014
240 Heath St #302,42.327092,-71.108004,0,0,0,0,0,0,267500,45000,Condominium,1910,4,2001
26 Unity St #1,42.36617,-71.053893,0,0,0,0,0,0,267500,79000,Condominium,1900,4,2012
290 Corey Rd #41,42.346082,-71.135944,0,0,0,0,0,0,267500,205000,Condominium,1965,2,2000
3 Chester Park,42.272074,-71.094439,0,0,0,0,0,0,267500,0,Single-Family,1920,2,2006
3 Ridge St #3,42.285482,-71.120334,0,0,0,0,0,0,267500,126000,Condominium,1987,3,2006
304 Lamartine St #6,42.312504,-71.108008,0,0,0,0,0,0,267500,0,Condominium,1920,3,2011
33 Charter St #4F,42.367,-71.053772,0,0,0,0,0,0,267500,0,Condominium,1920,2,2012
338 W 3rd St #2,42.33697,-71.045687,0,0,0,0,0,0,267500,0,Condominium,1880,1,2007
34 F St #3,42.334301,-71.050861,0,0,0,0,0,0,267500,55000,Condominium,1875,2,2013
35 Gaston St,42.313387,-71.080713,0,0,0,0,0,0,267500,115000,Three-Family,1905,2,2000
368 Quincy St,42.310426,-71.067845,0,0,0,0,0,0,267500,153000,Two-Family,1900,2,2000
38 Pleasantdale Rd,42.261279,-71.162169,0,0,0,0,0,0,267500,0,Single-Family,1960,1,2002
39 Harding Rd,42.281,-71.117697,0,0,0,0,0,1,267500,84000,Single-Family,1950,3,2007
39 Stonehill Rd,42.254794,-71.141219,0,0,0,0,0,0,267500,0,Single-Family,1957,4,2005
4 Centre Pl #2,42.328997,-71.094649,0,0,0,0,0,2,267500,137000,Condominium,1900,2,2015
4 Grafton St #2,42.319943,-71.056749,0,0,0,0,0,0,267500,65000,Condominium,1905,2,2005
4 Mamelon Cir #A,42.270198,-71.089954,0,0,0,0,0,0,267500,0,Condominium,1950,1,2017
40 Wildwood St,42.283307,-71.087986,0,0,0,0,0,0,267500,0,Three-Family,1905,2,2003
43 Notre Dame St,42.318703,-71.096633,0,0,0,0,0,0,267500,95000,Single-Family,1899,2,2002
439 Poplar St,42.275298,-71.126902,0,0,0,0,0,0,267500,0,Single-Family,1950,1,2001
449-463 Washington St #3F,42.355484,-71.060652,0,0,0,0,0,0,267500,0,Condominium,1900,1,2009
47 Tacoma St,42.268401,-71.113138,0,0,0,0,0,0,267500,0,Single-Family,1950,2,2015
483 Massachusetts Ave #6,42.339541,-71.08082,0,0,0,1,0,0,267500,65000,Condominium,1899,4,2006
487 Talbot Ave #4,42.288224,-71.065955,0,0,0,0,0,0,267500,0,Condominium,1975,1,2010
6 Daniel Ct,42.25271,-71.141363,0,0,0,0,0,0,267500,0,Single-Family,1954,2,2007
6 Shetland St,42.324785,-71.068627,0,0,0,1,0,0,267500,335000,Three-Family,1905,2,2000
61 Putnam St #1,42.380607,-71.033544,0,0,0,0,0,0,267500,89000,Condominium,1910,3,2010
636-638 Beacon St #302,42.349451,-71.094999,0,0,0,0,1,0,267500,65000,Condominium,1899,2,2003
69 Huron Cir,42.282085,-71.062861,0,0,0,0,0,0,267500,185000,Single-Family,1941,2,2000
69 Sedgwick St #1,42.308535,-71.112835,0,0,0,0,0,0,267500,125000,Condominium,1900,2,2000
70 Savin St #70,42.315839,-71.079425,0,0,0,0,0,0,267500,55000,Condominium,2001,2,2001
79 Oakmere St,42.26965,-71.169759,0,0,0,0,0,2,267500,135000,Single-Family,1930,2,2006
794 Dorchester Ave #4,42.323658,-71.056706,0,0,0,0,0,0,267500,25000,Condominium,1905,2,2005
8 Leston St,42.283243,-71.089995,0,0,0,0,0,3,267500,110000,Single-Family,2003,3,2004
86 Birchcroft Rd,42.267239,-71.110062,0,0,0,0,0,0,267500,155000,Single-Family,1940,2,2012
9 Mcdonough Ct,42.242667,-71.134368,0,0,0,0,0,0,267500,0,Single-Family,1910,1,2002
9 Roseland St,42.290921,-71.063885,0,0,0,0,0,3,267500,46000,Single-Family,1900,5,2006
9 Willow St #72,42.357631,-71.068232,0,0,0,0,0,0,267500,98000,Condominium,1899,3,2000
90 Brunswick St,42.311151,-71.080399,0,0,0,0,0,0,267500,0,Three-Family,1890,1,2011
1 Abbotsford St,42.314938,-71.093741,0,0,0,0,0,0,267000,148000,Two-Family,1900,2,2012
1 Symphony Rd #3,42.342691,-71.08654,0,0,0,0,0,0,267000,164000,Condominium,1905,2,2005
10 Austin St #1,42.37518,-71.064777,0,0,0,0,0,0,267000,0,Condominium,1875,1,2004
104 Montebello Rd,42.311977,-71.100008,0,0,0,0,0,0,267000,0,Single-Family,1987,3,2012
104 Running Brook Rd,42.262889,-71.151861,0,0,0,0,0,0,267000,0,Single-Family,1960,1,2001
11 Bynner St #1,42.323354,-71.108853,0,0,0,0,0,0,267000,74000,Condominium,1905,2,2002
1111 Boylston St #50,42.346576,-71.090399,0,0,0,0,0,0,267000,0,Condominium,1900,1,2005
114 Riverway #9,42.34327,-71.104383,0,0,0,0,0,0,267000,21000,Condominium,1915,2,2004
120 Riverway #12A,42.343271,-71.104398,0,0,0,0,0,0,267000,34000,Condominium,1915,2,2007
123 Kilsyth Rd #6,42.340244,-71.146977,0,0,0,0,0,0,267000,67000,Condominium,1890,4,2008
130 Sutherland Rd #6,42.339956,-71.148472,0,0,0,0,0,0,267000,84000,Condominium,1947,3,2006
138 Hyde Park Ave,42.296029,-71.116107,0,0,0,0,0,0,267000,0,Three-Family,1920,1,2009
1414 Blue Hill Ave,42.275341,-71.09331,0,0,0,0,0,0,267000,0,Three-Family,1905,1,2003
14-16 Portsmouth St #F,42.360272,-71.144178,0,0,0,0,0,0,267000,24000,Condominium,1986,2,2009
15 Bradlee Ct,42.269656,-71.117189,0,0,0,0,0,0,267000,0,Single-Family,1963,1,2011
158 Cottage St #2F,42.369637,-71.03331,0,0,1,1,1,0,267000,154000,Condominium,1910,2,2006
159 Cottage St #10,42.369661,-71.032959,0,0,1,1,1,0,267000,162000,Condominium,1905,3,2014
16 Houghton St,42.295796,-71.052672,0,0,0,0,0,0,267000,29000,Single-Family,1856,5,2006
16 Wyvern St #1,42.288624,-71.117334,0,0,0,0,0,0,267000,0,Condominium,1905,1,2005
1666 Commonwealth Ave #53,42.342147,-71.14538,0,0,0,0,0,0,267000,75000,Condominium,1925,3,2008
17 Radcliffe Rd #11,42.350863,-71.134135,0,0,0,0,0,0,267000,80000,Condominium,1910,4,2003
17-19 Stow Rd,42.278274,-71.082945,0,0,0,0,0,0,267000,0,Two-Family,1910,1,2009
18 Irving St #1,42.360816,-71.066253,0,0,0,0,0,0,267000,63000,Condominium,1910,4,2010
185 Wachusett St #1,42.293165,-71.116796,0,0,0,0,0,3,267000,0,Condominium,1928,2,2006
186-188 L St #1,42.331774,-71.035159,0,0,0,0,0,0,267000,0,Condominium,1895,2,2006
19-A Ashley St,42.388016,-71.004844,0,0,1,1,0,0,267000,56000,Two-Family,1900,5,2010
20 Haslet St #3,42.284787,-71.134868,0,0,0,0,0,0,267000,25000,Condominium,1920,3,2011
20 Thelma Rd #2,42.294713,-71.053347,0,0,0,0,0,0,267000,26000,Condominium,1905,5,2013
21 Huntoon St,42.271957,-71.06471,0,0,0,0,0,0,267000,0,Two-Family,1925,1,2001
219 Quincy St,42.312617,-71.07436,0,0,0,0,0,0,267000,0,Two-Family,1905,4,2005
219 W 2nd St,42.340845,-71.050569,0,0,0,0,0,0,267000,0,Single-Family,1910,1,2002
22 Rockingham Rd,42.270356,-71.102504,0,0,0,0,0,0,267000,63000,Single-Family,1963,5,2007
24 Chiswick Rd #B,42.338424,-71.150738,0,0,0,0,0,0,267000,116000,Condominium,1920,2,2004
24 Gayland St #3,42.319979,-71.076263,0,0,0,0,0,0,267000,44000,Condominium,1905,5,2005
241 Everett St #2,42.365314,-71.029713,0,0,0,0,0,0,267000,226000,Condominium,1905,2,2018
25 Crowell St,42.283382,-71.08225,0,0,0,0,0,0,267000,0,Three-Family,1905,1,2001
3 Pleasant St #2,42.318625,-71.05895,0,0,0,0,0,0,267000,0,Condominium,1890,1,2006
31 Millmont St #3,42.327936,-71.09164,0,0,0,0,0,0,267000,0,Condominium,1905,2,2005
31 W 5th St #1,42.339862,-71.056291,0,0,0,0,0,0,267000,19000,Condominium,1910,4,2009
314-330 W 2nd St #410,42.339075,-71.047424,0,1,1,1,0,0,267000,46000,Condominium,1920,3,2002
32 Granville St,42.280934,-71.056575,0,0,0,0,0,0,267000,0,Two-Family,1925,1,2001
35 Msgr Patrick J Lydon Way #3,42.288686,-71.060859,0,0,0,0,0,0,267000,0,Condominium,1905,1,2005
365 Faneuil St #9,42.351916,-71.165729,0,0,0,0,0,0,267000,0,Condominium,1973,1,2005
36-C Joy St #F1,42.359833,-71.065187,0,0,0,0,0,0,267000,64000,Condominium,1850,2,2002
37 Park Vale Ave #3,42.351531,-71.132903,0,0,0,0,0,0,267000,124000,Condominium,1945,2,2000
39 Mount Hood Rd #4,42.341913,-71.143041,0,0,0,0,0,3,267000,35000,Condominium,1938,4,2014
4 Chiswick Rd #21,42.337832,-71.150762,0,0,0,0,0,0,267000,0,Condominium,1929,1,2012
42 Halliday St,42.287632,-71.113387,0,0,0,0,0,0,267000,0,Single-Family,1938,1,2003
47 Alabama St,42.278189,-71.099904,0,0,0,0,0,0,267000,129000,Single-Family,1950,3,2009
495-497 Beacon St #4,42.350716,-71.08963,0,0,0,0,1,0,267000,71000,Condominium,1899,3,2018
5 Clematis St,42.293902,-71.060969,0,0,0,0,0,0,267000,0,Single-Family,1920,1,2009
5 Lockwood St,42.264719,-71.117715,0,0,0,0,0,0,267000,114000,Single-Family,1900,2,2001
545 E 5th St #2,42.33379,-71.038373,0,0,0,0,0,0,267000,0,Condominium,1895,1,2009
55 Arborough Rd,42.28986,-71.127923,0,0,0,0,0,0,267000,0,Single-Family,1930,1,2016
571 Truman Hwy,42.256758,-71.114533,0,0,0,0,0,0,267000,0,Single-Family,2000,1,2000
599 Tremont St #8,42.343167,-71.073349,0,0,0,1,1,0,267000,0,Condominium,1900,1,2001
616 E 3rd St #2,42.336586,-71.035211,0,0,0,0,0,0,267000,0,Condominium,1910,1,2000
62 Queensberry St #102,42.342567,-71.097731,0,0,0,0,0,0,267000,66000,Condominium,1910,2,2002
636 E 8th St #636,42.331549,-71.036061,0,0,0,0,0,0,267000,0,Condominium,1905,1,2011
66 Barnes Ave,42.386439,-71.003264,0,0,0,0,0,0,267000,0,Three-Family,1916,1,2013
69 Glendale St,42.313089,-71.069226,0,0,0,0,0,0,267000,334000,Two-Family,1920,2,2001
76 Perrin St #3,42.321232,-71.079721,0,0,0,0,0,0,267000,63000,Condominium,1900,4,2008
822 River St,42.263192,-71.106927,0,0,0,0,0,0,267000,0,Two-Family,1900,1,2014
84 Selden St,42.280939,-71.07967,0,0,0,0,0,0,267000,0,Single-Family,1883,3,2005
865 Lagrange St,42.293604,-71.170527,0,0,0,0,0,0,267000,0,Single-Family,1962,1,2010
96 Linden St #10,42.352231,-71.130192,0,0,0,0,0,0,267000,81000,Condominium,1920,3,2007
10-12 Story St #1,42.333388,-71.042847,0,0,0,0,0,0,266500,0,Condominium,1900,1,2006
12 Clermont St,42.284154,-71.067288,0,0,0,0,0,0,266500,0,Single-Family,1920,4,2002
1200 Morton St,42.274712,-71.071508,0,0,0,0,0,0,266500,55000,Single-Family,1920,3,2005
14 Heron St #409,42.269272,-71.149089,0,0,0,0,0,0,266500,117000,Condominium,1925,2,2003
145 Englewood Ave #1,42.337491,-71.151149,0,0,0,0,0,0,266500,10000,Condominium,1930,3,2006
149 Hollingsworth St,42.265909,-71.101585,0,0,0,0,0,3,266500,0,Single-Family,1905,5,2001
16 Kennebec St,42.276358,-71.10278,0,0,0,0,0,0,266500,53000,Single-Family,1998,3,2019
168 Brooks St,42.379609,-71.03568,0,0,0,0,0,2,266500,55000,Two-Family,1900,2,2001
170 Fisher Ave #B,42.328659,-71.107824,0,0,0,0,0,0,266500,112000,Condominium,1989,4,2006
177 Bennington St,42.377316,-71.032102,0,0,0,1,0,0,266500,213000,Single-Family,1920,3,2012
181 Essex St #E203,42.352269,-71.058198,0,0,0,1,0,0,266500,88000,Condominium,2006,3,2014
185 Chestnut Hill Ave #15,42.341379,-71.154775,0,0,0,0,0,0,266500,77000,Condominium,1930,4,2008
19 Dietz Rd,42.252305,-71.141738,0,0,0,0,0,2,266500,106000,Single-Family,1954,3,2015
1906-1918 Dorchester Ave #612,42.285432,-71.064379,0,0,0,0,0,0,266500,118000,Condominium,2006,2,2010
2001 Commonwealth Ave #2,42.340027,-71.158867,0,0,0,0,0,0,266500,38000,Condominium,1925,5,2021
21 Sutherland Rd #15,42.33763,-71.149727,0,0,0,0,0,0,266500,17000,Condominium,1930,3,2007
22 Richfield St,42.308344,-71.071716,0,0,0,0,0,0,266500,0,Condominium,1905,3,2010
24 Coffey St,42.288931,-71.050412,0,0,0,0,0,0,266500,134000,Single-Family,1880,3,2010
25 Alabama St,42.278738,-71.099311,0,0,0,0,0,1,266500,170000,Two-Family,1900,3,2016
27 Harrison St #F,42.287951,-71.120634,0,0,0,0,0,0,266500,0,Condominium,1989,2,2005
28 Decatur St,42.372561,-71.039935,1,1,1,1,0,0,266500,0,Apartment,1910,1,2001
28 Mallet St #3,42.290422,-71.057586,0,0,0,0,0,0,266500,68000,Condominium,1920,3,2014
29-31 Bartlett St #1,42.377731,-71.062561,0,0,0,0,0,0,266500,28000,Condominium,1889,3,2001
32 Wellsmere Rd #2,42.280622,-71.135525,0,0,0,0,0,0,266500,218000,Condominium,2001,3,2005
33 Adams St #5,42.306812,-71.062179,0,0,0,0,0,0,266500,105000,Condominium,1935,3,2019
34 Corona St,42.301154,-71.070409,0,0,0,0,0,0,266500,0,Three-Family,1920,1,2001
346-354 Congress St #303,42.350359,-71.048463,1,1,1,1,1,0,266500,0,Condominium,1899,1,2022
35 Bay St #2,42.310886,-71.055634,0,0,0,0,0,0,266500,28000,Condominium,1905,3,2010
35 Story St #2,42.333289,-71.043258,0,0,0,0,0,0,266500,23000,Condominium,1890,2,2008
36-38 Telegraph St #3,42.333023,-71.049421,0,0,0,0,0,1,266500,47000,Condominium,1920,2,2005
39 Joyce Kilmer Rd,42.271493,-71.165206,0,0,0,0,0,0,266500,125000,Single-Family,1953,3,2006
392 E 8th St #2,42.331368,-71.045419,0,0,0,0,0,0,266500,37000,Condominium,1900,3,2014
394 Riverway #14,42.332846,-71.111969,0,0,0,0,0,0,266500,28000,Condominium,1880,4,2006
411 Seaver St,42.303354,-71.081368,0,0,0,0,0,2,266500,32000,Two-Family,1910,3,2006
46 Hamilton St,42.309063,-71.070677,0,0,0,0,0,0,266500,0,Single-Family,1910,1,2014
46 Speedwell St,42.304403,-71.066635,0,0,0,0,0,0,266500,99000,Three-Family,1905,2,2001
465 Park Dr #5,42.345862,-71.104579,0,0,0,0,0,0,266500,123000,Condominium,1910,2,2001
49 G St,42.334339,-71.044349,0,0,0,0,0,0,266500,77000,Single-Family,1890,2,2008
504 Beech St,42.275171,-71.131865,0,0,0,0,0,0,266500,0,Single-Family,1915,3,2005
5140 Washington St #21,42.262771,-71.155454,0,0,0,0,0,0,266500,193000,Condominium,1960,2,2022
53 Taunton Ave,42.267696,-71.107443,0,0,0,0,0,0,266500,25000,Single-Family,1988,5,2003
6 Whittier Pl #16D,42.366192,-71.06722,0,0,0,0,1,0,266500,0,Condominium,1964,1,2000
60 Weld Hill St #3,42.297624,-71.111829,0,0,0,0,0,0,266500,0,Condominium,1890,3,2009
7 Merlin St,42.295146,-71.074781,0,0,0,0,0,0,266500,0,Single-Family,1890,4,2004
72 Williams St #2,42.305752,-71.106536,0,0,0,0,0,0,266500,1000,Condominium,1905,3,2007
73 Shepton St,42.289869,-71.060709,0,0,0,0,0,0,266500,8000,Single-Family,1920,5,2001
734 Hyde Park Ave #2,42.275617,-71.11966,0,0,0,0,0,0,266500,25000,Condominium,1905,8,2005
762 E 6th St #2,42.333296,-71.029702,0,0,0,0,0,0,266500,20000,Condominium,1890,3,2005
81 Westminster Ave #D,42.315548,-71.09431,0,0,0,0,0,0,266500,25000,Condominium,2004,6,2009
84 Gainsborough St #202W,42.342122,-71.087805,0,0,0,0,0,0,266500,0,Condominium,1899,1,2001
86 Havre St,42.371907,-71.039503,0,1,1,1,0,2,266500,8000,Two-Family,1910,3,2003
88 Walnut St #3,42.287405,-71.040228,0,0,0,0,0,1,266500,0,Condominium,1900,3,2009
9 Marlin Way,42.303667,-71.057956,0,0,0,0,0,0,266500,153000,Single-Family,1920,2,2007
9 Pleasant St #2,42.318135,-71.059085,0,0,0,0,0,0,266500,97000,Condominium,1911,4,2001
99 Russell St #1,42.380717,-71.068118,0,0,0,0,0,0,266500,40000,Condominium,1970,3,2000
1 Kenney St #1,42.324288,-71.108641,0,0,0,0,0,0,266000,0,Condominium,1905,1,2006
10 Jamaicaway #29,42.331561,-71.112685,0,0,0,0,0,0,266000,0,Condominium,1920,1,2005
11 Irving St #7,42.360862,-71.066496,0,0,0,0,0,0,266000,39000,Condominium,1899,3,2005
121 Tremont St #B3,42.351635,-71.173772,0,0,0,0,0,0,266000,0,Condominium,1964,1,2007
138 Horace St #1,42.383307,-71.014644,0,0,0,0,1,0,266000,0,Condominium,2006,1,2007
15 Marion St #E,42.28689,-71.120428,0,0,0,0,0,3,266000,23000,Condominium,1987,6,2016
150 Dorchester Ave #414,42.341978,-71.057129,0,0,0,0,0,0,266000,0,Condominium,2016,1,2016
158 Lake Shore Rd #4,42.344513,-71.169609,0,0,0,0,0,3,266000,40000,Condominium,1963,2,2000
17 Symphony Rd #1,42.342855,-71.087225,0,0,0,0,0,0,266000,0,Condominium,1960,1,2000
189 Chestnut Hill Ave #12,42.341238,-71.154847,0,0,0,0,0,0,266000,67000,Condominium,1930,2,2015
2 Lee Hill Rd #11,42.288553,-71.12589,0,0,0,0,0,0,266000,9000,Condominium,2004,2,2018
2 Wilmington Ave,42.278631,-71.078976,0,0,0,0,0,0,266000,0,Single-Family,1950,1,2014
216-R Marginal St #2,42.364357,-71.033497,1,0,0,1,1,0,266000,57000,Condominium,1900,3,2007
2181 Dorchester Ave #2,42.276165,-71.067126,0,0,0,0,0,0,266000,0,Condominium,1920,1,2006
24 Sidlaw Rd #10,42.339738,-71.15247,0,0,0,0,0,0,266000,67000,Condominium,1925,4,2016
27 Howe St #1,42.31171,-71.064085,0,0,0,0,0,0,266000,30000,Condominium,2006,3,2010
27 Oconnell Rd,42.277897,-71.068841,0,0,0,0,0,0,266000,0,Single-Family,1948,1,2007
29 Halliday St,42.287353,-71.113378,0,0,0,0,0,0,266000,142000,Single-Family,1945,2,2005
298 Lamartine St #2,42.312836,-71.107697,0,0,0,0,0,0,266000,0,Condominium,1890,1,2010
29-A Business Ter #29A,42.251887,-71.12857,0,0,0,0,0,0,266000,0,Condominium,2004,2,2006
3 Kenney St #2,42.324303,-71.108673,0,0,0,0,0,3,266000,0,Condominium,1905,3,2009
308 Chelsea St #2,42.376935,-71.030784,0,0,1,1,0,0,266000,0,Condominium,1910,1,2006
319 A St #209,42.348152,-71.050169,1,1,1,1,1,0,266000,0,Condominium,2016,1,2016
32 White St,42.380639,-71.038714,0,0,0,0,0,0,266000,282000,Three-Family,1890,2,2002
33 E Springfield St #1A,42.336297,-71.075769,0,0,0,1,0,3,266000,81000,Condominium,1899,5,2015
33 Harrison St #B,42.287988,-71.120589,0,0,0,0,0,0,266000,0,Condominium,1987,1,2004
336 Adams St #16,42.298097,-71.05681,0,0,0,0,0,0,266000,28000,Condominium,1990,2,2018
39 Lake Shore Ct #3,42.344583,-71.169699,0,0,0,0,0,0,266000,34000,Condominium,1963,4,2009
390 Riverway #24,42.333299,-71.111666,0,0,0,0,0,0,266000,46000,Condominium,1900,7,2010
4 Mansen Ct,42.256482,-71.140482,0,0,0,0,0,0,266000,104000,Single-Family,1989,2,2000
41 Park Dr #1A,42.343498,-71.094732,0,0,0,0,1,0,266000,38000,Condominium,1890,2,2001
410 W Broadway #404,42.337337,-71.048573,0,0,0,0,0,0,266000,0,Condominium,2017,1,2022
480 Commercial St #2A,42.367645,-71.054094,0,0,0,0,0,0,266000,72000,Condominium,1900,2,2004
488 Dorchester Ave #3E,42.331876,-71.056984,0,0,0,1,0,0,266000,0,Condominium,2016,1,2017
488 Dorchester Ave #3H,42.331876,-71.056984,0,0,0,1,0,0,266000,0,Condominium,2016,1,2017
52 Charlesgate E #162,42.347468,-71.09142,0,0,0,0,1,0,266000,0,Condominium,1900,1,2005
595 Bennington St,42.383557,-71.015633,0,0,0,0,1,0,266000,0,Three-Family,1900,1,2011
62 Neponset Ave,42.286552,-71.115589,0,0,0,0,0,0,266000,0,Two-Family,1915,1,2001
7 Hereford St #4,42.351247,-71.087015,0,0,0,0,1,0,266000,34000,Condominium,1880,2,2004
71 Richview St,42.277608,-71.061257,0,0,0,0,0,0,266000,292000,Single-Family,1920,2,2000
764 E 6th St #3,42.333296,-71.029702,0,0,0,0,0,0,266000,0,Condominium,1890,1,2011
77-R Wyman St,42.319889,-71.10497,0,0,0,0,0,0,266000,0,Single-Family,1859,1,2008
78 Colorado St,42.276367,-71.100504,0,0,0,0,0,0,266000,0,Single-Family,1950,1,2004
7-9 Leamington Rd #1,42.342183,-71.149009,0,0,0,0,0,0,266000,0,Condominium,1900,1,2004
8 Westcott St,42.294121,-71.078895,0,0,0,0,0,1,266000,76000,Single-Family,1885,4,2000
9 Dove St,42.315332,-71.077823,0,0,0,0,0,0,266000,0,Single-Family,1998,1,2016
9 Roach St,42.310655,-71.058181,0,0,0,0,0,0,266000,30000,Single-Family,1920,3,2006
95 Laurie Ave,42.272023,-71.167671,0,0,0,0,0,0,266000,0,Single-Family,1950,1,2002
96 Ardale St #1,42.292116,-71.135577,0,0,0,0,0,0,266000,0,Condominium,1910,1,2011
97 Sydney St,42.314944,-71.052412,0,0,0,0,0,0,266000,0,Three-Family,1910,1,2000
99 Day St #3,42.323633,-71.109481,0,0,0,0,0,0,266000,35000,Condominium,1900,4,2010
10 Harvest St #2,42.322611,-71.057131,0,0,0,0,0,0,265500,0,Condominium,1915,3,2010
10 Henchman St #3M,42.367245,-71.053663,0,0,0,0,0,0,265500,132000,Condominium,1904,3,2013
100 Woodrow Ave,42.287405,-71.082549,0,0,0,0,0,0,265500,60000,Two-Family,1905,4,2008
12 Glenville Ave #1,42.350775,-71.132054,0,0,0,0,0,0,265500,105000,Condominium,1910,2,2001
121 Tremont St #317,42.351635,-71.173772,0,0,0,0,0,0,265500,13000,Condominium,1964,3,2006
1223 Bennington St,42.38894,-70.99834,0,0,0,0,0,0,265500,62000,Two-Family,1900,3,2002
123 Kilsyth Rd #4,42.340244,-71.146977,0,0,0,0,0,0,265500,1000,Condominium,1890,2,2006
15 Rockway St,42.270835,-71.094544,0,0,0,0,0,0,265500,196000,Two-Family,2003,3,2000
165 River St,42.271587,-71.077537,0,0,0,0,0,0,265500,108000,Single-Family,1950,4,2004
1754 Commonwealth Ave #A,42.341843,-71.148993,0,0,0,0,0,0,265500,70000,Condominium,1910,5,2018
1868 Commonwealth Ave #4,42.338443,-71.152403,0,0,0,0,0,0,265500,139000,Condominium,1930,2,2003
188 Gladstone St #2,42.389619,-71.00774,0,0,0,0,0,3,265500,0,Condominium,1960,3,2012
19 Gardenside St #1,42.28491,-71.120863,0,0,0,0,0,0,265500,6000,Condominium,1910,3,2009
19 Hallam St #3,42.314308,-71.056664,0,0,0,0,0,0,265500,0,Condominium,1905,1,2005
19 South St #8,42.340097,-71.15669,0,0,0,0,0,0,265500,68000,Condominium,1930,3,2007
23 Saint Stephen St #3,42.342924,-71.086231,0,0,0,0,0,0,265500,32000,Condominium,1905,3,2003
297 Temple St #21,42.285596,-71.16885,0,0,0,0,0,0,265500,0,Condominium,1985,2,2008
32 Baldwin St,42.381275,-71.071212,0,0,1,1,0,0,265500,0,Single-Family,1989,1,2013
33 Grantley St #B,42.249516,-71.126001,0,0,0,0,0,0,265500,0,Condominium,2002,2,2003
356-358 Main St #1,42.378575,-71.068395,0,0,0,0,0,0,265500,62000,Condominium,1900,6,2001
4 Ransom Rd #21,42.343596,-71.144363,0,0,0,0,0,0,265500,0,Condominium,1930,1,2003
41 Juniper St #41,42.324948,-71.088869,0,0,0,0,0,0,265500,0,Condominium,2004,3,2012
436 Marlborough St #3,42.349849,-71.089492,0,0,0,0,1,0,265500,61000,Condominium,1899,2,2006
462 Sumner St #3,42.365591,-71.031941,0,0,0,0,0,0,265500,13000,Condominium,1905,2,2014
48 Wood Ave,42.272881,-71.109862,0,0,0,0,0,0,265500,0,Single-Family,1920,3,2006
543 Adams St #24,42.291019,-71.056873,0,0,0,0,0,0,265500,67000,Condominium,1965,4,2018
59 Milton Ave,42.284495,-71.07727,0,0,0,0,0,0,265500,0,Single-Family,1890,6,2005
6 Mayhew St #2,42.322049,-71.060999,0,0,0,0,0,0,265500,0,Condominium,1905,2,2006
60 Queensberry St #5,42.342604,-71.097951,0,0,0,0,0,0,265500,76000,Condominium,1930,2,2002
61 Quint Ave #5R,42.350867,-71.133826,0,0,0,0,0,0,265500,0,Condominium,1930,1,2012
66 Saint James St #104,42.326946,-71.086569,0,0,0,0,0,1,265500,61000,Condominium,1988,3,2021
663 Adams St #1,42.287192,-71.054709,0,0,0,0,0,0,265500,31000,Condominium,1925,3,2004
69 Austin St,42.260756,-71.125738,0,0,0,0,0,0,265500,19000,Single-Family,1955,4,2004
69 Quint Ave #15,42.350678,-71.133715,0,0,0,0,0,1,265500,89000,Condominium,1920,2,2016
7 Puritan Ave,42.307471,-71.071718,0,0,0,0,0,0,265500,0,Single-Family,1910,1,2009
791 E 6th St #3,42.333227,-71.028096,0,0,0,0,1,0,265500,55000,Condominium,1910,3,2005
81 Sydney St #2,42.314375,-71.052527,0,0,0,0,0,0,265500,0,Condominium,1900,3,2006
92 Pierce St,42.257682,-71.116707,0,0,0,0,0,0,265500,0,Single-Family,1920,2,2004
99 Albano St,42.284469,-71.13279,0,0,0,0,0,0,265500,0,Two-Family,1920,2,2000
1 Cutler Ct,42.333595,-71.034143,0,0,0,0,0,0,265000,0,Single-Family,1900,1,2002
1 Twomey Ct #39,42.334095,-71.025864,0,0,0,0,1,0,265000,0,Condominium,1946,1,2011
10 Atherton Ave,42.284296,-71.130195,0,0,0,0,0,0,265000,170000,Single-Family,1910,2,2004
10 Glenville Ave #2,42.350837,-71.131921,0,0,0,0,0,0,265000,0,Condominium,1910,1,2001
10 Holmfield Ave,42.263965,-71.100822,0,0,0,0,0,0,265000,0,Two-Family,1910,1,2001
10 Manor St,42.289725,-71.053458,0,0,0,0,0,0,265000,0,Single-Family,1960,1,2001
10 Whittemore Ter,42.314082,-71.065579,0,0,0,0,0,0,265000,0,Three-Family,1900,1,2000
10 Wingate Rd,42.236653,-71.129599,0,0,0,0,0,0,265000,0,Single-Family,1941,1,2013
