Address,Lat,Lon,Flood_Zone,nine,twentyone,thirtysix,Reclaimed,Flipped,Price,Price_Diff,Proptype,Year_Built,Times_Sold,Year_Sold
250 Boylston St #7,42.35205,-71.069294,0,0,0,1,1,0,7283500,1725000,Condominium,1900,3,2004
955 Boylston St,42.348014,-71.085469,0,0,0,0,1,2,7240000,0,Condominium,0,3,2008
44 Beacon St,42.356894,-71.066753,0,0,0,0,0,0,7175000,0,Apartment,1899,1,2010
19 Marlborough St,42.354352,-71.072858,0,0,0,0,1,0,7150000,0,Single-Family,1860,1,2011
220 Boylston St #1115,42.352207,-71.068581,0,0,0,1,1,0,7150000,0,Condominium,1985,1,2012
300 Boylston St #1004,42.351851,-71.070215,0,0,0,1,1,0,7150000,0,Condominium,1988,1,2013
1 Dalton St #3408,42.345267,-71.084125,0,0,0,0,1,0,7100000,0,Condominium,2015,1,2022
28 Chestnut St,42.357555,-71.067477,0,0,0,0,0,0,7100000,2800000,Single-Family,1900,2,2021
372 Marlborough St,42.350549,-71.086924,0,0,0,0,1,0,7056000,0,Apartment,1899,1,2021
1 Dalton St #5001,42.345267,-71.084125,0,0,0,0,1,0,7000000,0,Condominium,2015,1,2020
126 Day St,42.322824,-71.109653,0,0,0,0,0,0,7000000,0,Three-Family,1900,1,2021
2 Mark St,42.322761,-71.109806,0,0,0,0,0,0,7000000,0,Apartment,1900,1,2021
212 Commonwealth Ave #2,42.350758,-71.081421,0,0,0,0,1,0,7000000,0,Condominium,1899,1,2021
303 Berkeley St #1&3,42.354411,-71.074474,0,0,0,0,1,0,7000000,0,Condominium,1875,1,2016
4 Mark St,42.322757,-71.109789,0,0,0,0,0,0,7000000,0,Apartment,1900,1,2021
56 Chestnut St,42.357111,-71.069096,0,0,0,0,1,0,7000000,0,Single-Family,1825,1,2009
7 Mark St,42.322922,-71.109687,0,0,0,0,0,0,7000000,0,Three-Family,1900,1,2021
10 Avery St #HOTEL,42.353193,-71.063223,0,0,0,0,0,0,6964000,1495000,Condominium,0,3,2010
572 Cummins Hwy,42.273479,-71.10824,0,0,0,0,0,0,6963000,0,Apartment,1950,1,2021
580 Cummins Hwy,42.273165,-71.107934,0,0,0,0,0,0,6963000,0,Apartment,1950,1,2021
9-11 Seaverns Ave,42.312108,-71.113702,0,0,0,0,0,0,6960000,0,Apartment,1920,1,2018
25 Exeter St,42.350677,-71.080191,0,0,0,0,1,0,6950000,0,Single-Family,1900,1,2003
464 Beacon St #5R,42.351374,-71.087886,0,0,0,0,1,0,6950000,0,Condominium,1900,1,2020
344 Beacon St,42.352453,-71.083887,0,0,0,0,1,0,6917500,4635000,Condominium,1900,2,2018
776 Boylston St #E11A,42.348809,-71.081814,0,0,0,0,1,0,6912500,3175000,Condominium,2008,2,2014
1 Dalton St #2905,42.345267,-71.084125,0,0,0,0,1,0,6910000,0,Condominium,2015,1,2019
19 Chester St,42.351342,-71.12861,0,0,0,0,0,0,6900000,0,Apartment,1915,1,2014
20 Sheafe St,42.366344,-71.055942,0,0,0,0,0,0,6900000,1800000,Apartment,1920,3,2022
21 Chester St,42.351419,-71.128587,0,0,0,0,0,0,6900000,0,Apartment,1910,1,2014
348 Beacon St #5,42.352418,-71.084003,0,0,0,0,1,0,6900000,6000000,Condominium,1900,2,2020
45 Bay State Rd,42.348265,-71.068352,0,0,0,1,1,0,6900000,0,Apartment,1899,1,2012
47 Bay State Rd,42.348263,-71.06835,0,0,0,1,1,0,6900000,0,Apartment,1899,1,2012
146 Beacon St #4,42.354722,-71.075538,0,0,0,0,1,0,6850500,9714000,Condominium,1880,3,2020
1 Franklin St #5102,42.356057,-71.059157,0,0,0,0,0,0,6777000,0,Condominium,2016,1,2018
70-72 Mount Vernon St #5A70,42.358168,-71.067324,0,0,0,0,0,0,6755000,6090000,Condominium,1880,2,2021
20 Marlborough St,42.354339,-71.072904,0,0,0,0,1,0,6750000,5500000,Two-Family,1865,2,2015
16 Greenmount St,42.310248,-71.058979,0,0,0,0,0,3,6678500,9375000,Two-Family,1930,3,2003
1 Franklin St #PH3D,42.356057,-71.059157,0,0,0,0,0,0,6675000,0,Condominium,2016,1,2019
90 Marlborough St #7,42.35347,-71.076067,0,0,0,0,1,0,6650000,1000000,Condominium,1910,2,2021
8 Mount Vernon Pl,42.358056,-71.064904,0,0,0,0,0,0,6637500,5475000,Single-Family,1899,2,2001
165 Hemenway St,42.341476,-71.090997,0,0,0,0,1,0,6600000,0,Apartment,1899,1,2004
21 Brimmer St,42.3574,-71.072116,0,0,0,0,1,0,6600000,0,Single-Family,1899,1,2020
220 Boylston St #1020,42.352207,-71.068581,0,0,0,1,1,0,6600000,0,Condominium,1985,1,2004
225 Beacon St,42.353917,-71.077825,0,0,0,0,1,0,6600000,0,Single-Family,1890,1,2017
1 Otis Pl,42.357217,-71.071921,0,0,0,0,1,0,6595000,0,Apartment,1900,1,2021
1 Dalton St #4303,42.345267,-71.084125,0,0,0,0,1,0,6583000,0,Condominium,2015,1,2019
7 Commonwealth Ave,42.353769,-71.072226,0,0,0,0,1,3,6575000,1150000,Apartment,2009,2,2006
21 Beaver Pl #21,42.356242,-71.072017,0,0,0,1,1,0,6550000,3500000,Condominium,1900,2,2021
126-132 N Washington St,42.366103,-71.058574,1,0,1,1,1,0,6525000,9950000,Apartment,1910,2,2004
1 Dalton St #3701,42.345267,-71.084125,0,0,0,0,1,0,6523000,0,Condominium,2015,1,2019
776 Boylston St #E12A,42.348809,-71.081814,0,0,0,0,1,0,6503500,0,Condominium,2008,1,2008
298 Beacon St,42.352948,-71.082034,0,0,0,0,1,0,6500000,0,Apartment,1899,1,2014
300 Boylston St #602,42.351851,-71.070215,0,0,0,1,1,0,6500000,0,Condominium,1988,1,2018
31 Chestnut St,42.357564,-71.067847,0,0,0,0,0,0,6500000,0,Two-Family,1805,1,2004
70 Beacon St,42.356205,-71.069872,0,0,0,1,1,0,6500000,0,Single-Family,1899,1,2010
81 Mount Vernon St,42.358029,-71.068496,0,0,0,0,0,0,6500000,0,Apartment,1899,1,2015
7 Exeter St,42.352612,-71.081168,0,0,0,1,1,0,6497000,3006000,Single-Family,1899,2,2004
1 Dalton St #3601,42.345267,-71.084125,0,0,0,0,1,0,6485000,1170000,Condominium,2015,2,2021
17 Commonwealth Ave #1,42.353533,-71.073139,0,0,0,0,1,0,6475000,0,Condominium,1900,1,2022
257 Commonwealth Ave #3,42.350696,-71.083414,0,0,0,0,1,0,6462500,2075000,Condominium,1900,2,2008
40 Beacon St #4,42.356807,-71.06672,0,0,0,0,0,0,6450000,4100000,Condominium,1899,2,2020
1 Dalton St #3705,42.345267,-71.084125,0,0,0,0,1,0,6415000,0,Condominium,2015,1,2019
9 Marlborough St,42.354472,-71.072402,0,0,0,0,1,0,6414000,0,Apartment,1900,1,2004
1 Dalton St #2604,42.345267,-71.084125,0,0,0,0,1,0,6400000,0,Condominium,2015,1,2019
1 Dalton St #2605,42.345267,-71.084125,0,0,0,0,1,0,6400000,0,Condominium,2015,1,2019
100 Beacon St #PHA,42.355395,-71.073063,0,0,0,0,1,0,6400000,0,Condominium,1920,1,2009
2 Board Aly,42.36327,-71.055028,0,0,0,0,0,0,6400000,0,Apartment,1900,1,2010
40 Battery St #PH12,42.366496,-71.051362,0,0,1,1,0,0,6400000,0,Condominium,1992,1,2007
477 Harrison Ave #PHB,42.34195,-71.066283,0,0,0,1,1,0,6400000,0,Condominium,2018,1,2020
589 Beacon St,42.349583,-71.0939,0,0,0,0,1,0,6400000,0,Apartment,1899,1,2017
346 Marlborough St,42.350865,-71.08578,0,0,0,0,1,0,6390000,3880000,Three-Family,1876,2,2017
2 Commonwealth Ave #15F,42.353354,-71.071403,0,0,0,0,1,0,6387500,9225000,Condominium,1982,2,2021
70 Brimmer St #211,42.356292,-71.07141,0,0,0,1,1,0,6355000,12290000,Condominium,0,2,2014
279 Marlborough St,42.351751,-71.083156,0,0,0,0,1,0,6350000,0,Single-Family,1899,1,2015
85 Myrtle St,42.359417,-71.067487,0,0,0,0,0,0,6350000,0,Apartment,1899,1,2018
2 Commonwealth Ave #11B,42.353438,-71.071446,0,0,0,0,1,0,6337500,8325000,Condominium,1982,2,2020
480-486 Norfolk St,42.279903,-71.088491,0,0,0,0,0,0,6320000,1080000,Apartment,1965,3,2004
776 Boylston St #E10A,42.348892,-71.08186,0,0,0,0,1,0,6308000,1384000,Condominium,2008,2,2013
1 Dalton St #3803,42.345267,-71.084125,0,0,0,0,1,0,6300000,0,Condominium,2015,1,2019
146 W Newton St,42.342136,-71.077352,0,0,0,1,1,0,6300000,0,Single-Family,1899,1,2021
201 W Brookline St #PH402,42.343679,-71.076798,0,0,0,1,1,0,6300000,0,Condominium,2018,1,2021
253-261 Hyde Park Ave,42.294386,-71.117341,0,0,0,0,0,0,6300000,6200000,Apartment,1986,2,2019
314 Commonwealth Ave #B,42.349443,-71.085998,0,0,0,0,1,0,6300000,0,Condominium,1899,1,2019
776 Boylston St #E9A,42.348809,-71.081814,0,0,0,0,1,0,6300000,0,Condominium,2006,1,2013
8 Monument Sq,42.376041,-71.059894,0,0,0,0,0,0,6300000,0,Apartment,1900,1,2022
9 Monument Sq,42.376041,-71.059894,0,0,0,0,0,0,6300000,0,Apartment,1900,1,2022
1 Dalton St #3001,42.345267,-71.084125,0,0,0,0,1,0,6280000,0,Condominium,2015,1,2019
1 Dalton St #2901,42.345267,-71.084125,0,0,0,0,1,0,6250000,0,Condominium,2015,1,2019
2 Commonwealth Ave #12E,42.353354,-71.071403,0,0,0,0,1,0,6250000,0,Condominium,1982,1,2013
1 Dalton St #4105,42.345267,-71.084125,0,0,0,0,1,0,6237500,0,Condominium,2015,2,2019
1 Champney Pl,42.359984,-71.068045,0,0,0,0,0,0,6200000,0,Apartment,1899,1,2018
100 Beacon St #8,42.355395,-71.073063,0,0,0,0,1,0,6200000,0,Condominium,1920,1,2010
2 Robey St,42.323137,-71.068396,0,0,0,1,0,0,6200000,0,Two-Family,1885,1,2020
27 Bay State Rd,42.349939,-71.094589,0,0,0,0,1,0,6200000,0,Apartment,1899,1,2021
45-47 Commonwealth Ave #1,42.352972,-71.075282,0,0,0,0,1,0,6200000,0,Condominium,1910,1,2011
54-54R Marshfield St,42.323164,-71.068564,0,0,0,1,0,0,6200000,0,Three-Family,1905,1,2020
58 Marshfield St,42.323199,-71.068489,0,0,0,1,0,0,6200000,0,Single-Family,1900,1,2020
62 Marshfield St,42.323235,-71.068415,0,0,0,1,0,0,6200000,0,Single-Family,1900,1,2020
73 Beacon St #1,42.356144,-71.070115,0,0,0,1,1,0,6200000,0,Condominium,1900,1,2021
73 Beacon St #2,42.356144,-71.070115,0,0,0,1,1,0,6200000,0,Condominium,1900,1,2021
776 Boylston St #W10A,42.348809,-71.081814,0,0,0,0,1,0,6200000,0,Condominium,2008,1,2014
5 Joy St #3,42.357844,-71.065107,0,0,0,0,0,0,6190000,0,Condominium,1900,1,2022
12 Redfield St,42.287676,-71.042181,0,0,0,0,0,0,6165000,0,Three-Family,1905,1,2021
300 Boylston St #1002,42.351851,-71.070215,0,0,0,1,1,0,6150000,0,Condominium,1988,1,2020
815-819 Morton St,42.281966,-71.087828,0,0,0,0,0,0,6150000,0,Apartment,1960,1,2022
309 Marlborough St,42.351461,-71.08427,0,0,0,0,1,0,6137500,2133000,Single-Family,1899,4,2020
1 Dalton St #3905,42.345267,-71.084125,0,0,0,0,1,0,6135000,0,Condominium,2015,1,2019
171 Commonwealth Ave #1,42.351856,-71.079482,0,0,0,0,1,0,6125000,2000000,Condominium,1880,2,2000
329 Summit Ave,42.345244,-71.139856,0,0,0,0,0,0,6125000,0,Apartment,1970,1,2022
1 Franklin St #4702,42.356057,-71.059157,0,0,0,0,0,0,6100000,0,Condominium,2016,1,2022
315 Commonwealth Ave #1,42.349432,-71.086039,0,0,0,0,1,0,6092000,5816000,Condominium,1890,2,2020
85-93 Sutherland Rd,42.33914,-71.148846,0,0,0,0,0,0,6080000,0,Apartment,1965,1,2003
300 Boylston St #1003,42.351851,-71.070215,0,0,0,1,1,0,6075000,1750000,Condominium,1988,2,2021
439-441 Cambridge St,42.354718,-71.13491,0,0,0,0,0,0,6060000,0,Apartment,1925,1,2005
1 Dalton St #3805,42.345267,-71.084125,0,0,0,0,1,0,6050000,0,Condominium,2015,1,2020
23-27 Lanark Rd,42.338904,-71.14611,0,0,0,0,0,0,6050000,0,Apartment,1920,1,2007
1 Dalton St #3501,42.345267,-71.084125,0,0,0,0,1,0,6032500,865000,Condominium,2015,2,2021
100 Beacon St #7,42.355395,-71.073063,0,0,0,0,1,0,6025000,1550000,Condominium,1920,2,2018
25-35 Creighton St,42.323337,-71.108077,0,0,0,0,0,0,6025000,0,Apartment,1899,1,2005
500 Atlantic Ave #20L,42.353653,-71.053436,0,0,0,1,1,0,6025000,0,Condominium,2006,1,2010
1 Dalton St #4203,42.345267,-71.084125,0,0,0,0,1,0,6000000,0,Condominium,2015,1,2020
1 Dalton St #4205,42.345267,-71.084125,0,0,0,0,1,0,6000000,0,Condominium,2015,1,2021
1 Huntington Ave #PH1701,42.349359,-71.076991,0,0,0,0,1,0,6000000,0,Condominium,1999,1,2001
122 Marlborough St,42.353145,-71.077656,0,0,0,0,1,0,6000000,0,Single-Family,1900,1,2022
219-223 Columbus Ave #800,42.347429,-71.073487,0,0,0,0,1,0,6000000,0,Condominium,1899,1,2015
287 Commonwealth Ave #4,42.34991,-71.086243,0,0,0,0,1,0,6000000,0,Condominium,1900,1,2022
29 Dighton St,42.348075,-71.15526,0,0,0,0,0,0,6000000,0,Apartment,1920,1,2020
343 Commercial St #608,42.366072,-71.05123,0,0,1,1,0,0,6000000,0,Condominium,1855,1,2021
37 Dighton St,42.347934,-71.155351,0,0,0,0,0,0,6000000,0,Apartment,1950,1,2020
500 Atlantic Ave #21K,42.353653,-71.053436,0,0,0,1,1,0,6000000,0,Condominium,2006,1,2011
1037-1045 River St,42.259937,-71.116768,0,0,0,0,0,0,5996000,1752000,Apartment,,2,2012
1 Huntington Ave #PH1801,42.349359,-71.076991,0,0,0,0,1,0,5975000,4050000,Condominium,1999,2,2000
1 Dalton St #3603,42.345267,-71.084125,0,0,0,0,1,0,5950000,0,Condominium,2015,1,2019
240 Kelton St #1,42.346635,-71.136166,0,0,0,0,0,0,5950000,0,Condominium,1920,1,2017
240 Kelton St #2,42.346635,-71.136166,0,0,0,0,0,0,5950000,0,Condominium,1920,1,2017
240 Kelton St #4,42.346635,-71.136166,0,0,0,0,0,0,5950000,0,Condominium,1920,1,2017
474 Beacon St #3,42.351186,-71.088208,0,0,0,0,1,0,5950000,0,Condominium,2017,1,2017
2-6 Brown Ter,42.312159,-71.113529,0,0,0,0,0,0,5930000,0,Apartment,1920,1,2018
8 W Cedar St,42.357494,-71.069414,0,0,0,0,1,0,5925000,1150000,Single-Family,1827,2,2013
300 Marlborough St,42.351352,-71.083959,0,0,0,0,1,0,5900000,0,Apartment,1900,1,2021
400 Stuart St #PH2,42.348853,-71.074296,0,0,0,0,1,0,5900000,0,Condominium,2009,1,2013
50 Battery St #PH9,42.366525,-71.050923,1,0,1,1,0,0,5900000,0,Condominium,1992,1,2016
6 Arlington St #9,42.354791,-71.072323,0,0,0,0,1,0,5889500,1216000,Condominium,1910,3,2017
1 Dalton St #4305,42.345267,-71.084125,0,0,0,0,1,3,5885000,730000,Condominium,2015,2,2020
40 Beacon St #5,42.356991,-71.066289,0,0,0,0,0,0,5883500,0,Condominium,1899,3,2022
2 Commonwealth Ave #15E,42.353354,-71.071403,0,0,0,0,1,0,5862500,10275000,Condominium,1982,2,2021
45-47 Commonwealth Ave #2,42.353025,-71.074723,0,0,0,0,1,0,5862500,3175000,Condominium,1910,2,2011
4345-4351 Washington St,42.283214,-71.131762,0,0,0,0,0,0,5860000,2840000,Apartment,1935,3,2020
1 Dalton St #2801,42.345267,-71.084125,0,0,0,0,1,0,5855000,0,Condominium,2015,1,2022
125-133 Causeway St,42.365372,-71.061389,1,1,1,1,1,0,5850000,0,Condominium,1899,1,2006
168-172 Canal St,42.365243,-71.061066,1,1,1,1,1,0,5850000,0,Condominium,0,1,2006
250 Boylston St #4,42.35205,-71.069294,0,0,0,1,1,0,5850000,200000,Condominium,1900,2,2010
476 Beacon St #4,42.351186,-71.088208,0,0,0,0,1,0,5850000,0,Condominium,1910,1,2014
1 Commonwealth Ave #5,42.353831,-71.071637,0,0,0,0,1,0,5837500,675000,Condominium,1899,2,2005
2 Avery St #29E,42.353193,-71.063136,0,0,0,0,0,0,5812500,1875000,Condominium,1999,2,2008
1 Dalton St #3605,42.345267,-71.084125,0,0,0,0,1,0,5810000,0,Condominium,2015,1,2019
265 Commonwealth Ave,42.350512,-71.084447,0,0,0,0,1,0,5800000,0,Apartment,1900,1,2007
256 Parker Hill Ave,42.328438,-71.100554,0,0,0,0,0,0,5798500,1803000,Apartment,0,5,2016
6 Arlington St #8,42.354791,-71.072323,0,0,0,0,1,0,5775000,1550000,Condominium,1910,2,2019
304 Commonwealth Ave #3,42.349559,-71.085562,0,0,0,0,1,0,5770500,3159000,Condominium,1895,2,2014
98 Mount Vernon St,42.358007,-71.068762,0,0,0,0,0,0,5758500,1113000,Single-Family,1890,3,2001
1 Schrepel Pl,42.336456,-71.037883,0,0,0,0,0,0,5750000,0,Apartment,1920,1,2020
5 Byron St #5,42.356548,-71.070115,0,0,0,0,1,0,5750000,500000,Condominium,1890,2,2008
180 Beacon St #PH,42.354329,-71.076986,0,0,0,0,1,0,5747500,0,Condominium,1968,1,2007
26 Holyoke St,42.344587,-71.077829,0,0,0,0,1,0,5733500,1475000,Single-Family,1900,3,2021
36 Lime St,42.357203,-71.070974,0,0,0,0,1,0,5700000,0,Single-Family,1912,1,2013
449-463 Washington St,42.355484,-71.060652,0,0,0,0,0,0,5700000,0,Condominium,1900,1,2000
8 Arlington St #3,42.349027,-71.069661,0,0,0,1,1,0,5696500,1607000,Condominium,2000,2,2010
133 Seaport Blvd #PH3B,42.350971,-71.043923,1,1,1,1,1,0,5695000,0,Condominium,2018,1,2022
776 Boylston St #E10E,42.348809,-71.081814,0,0,0,0,1,0,5685500,0,Condominium,2008,1,2008
36 Commonwealth Ave #1,42.352769,-71.07383,0,0,0,0,1,0,5677500,783000,Condominium,1880,4,2021
385 Beacon St,42.352167,-71.084516,0,0,0,0,1,0,5675000,3050000,Single-Family,1899,2,2021
1 Avery St #PH2A,42.35337,-71.062515,0,0,0,0,0,0,5664500,0,Condominium,2000,2,2011
2 Avery St #PH3A,42.353193,-71.063136,0,0,0,0,0,0,5659000,0,Condominium,2000,1,2003
1 Franklin St #5003,42.356057,-71.059157,0,0,0,0,0,0,5650000,0,Condominium,2016,1,2018
90 Hammond St,42.336482,-71.083518,0,0,0,1,1,0,5650000,0,Apartment,1920,1,2017
92 Hammond St,42.336543,-71.083561,0,0,0,1,1,0,5650000,0,Apartment,1920,1,2017
96 Hammond St,42.336666,-71.083647,0,0,0,1,0,0,5650000,0,Apartment,1920,1,2017
291 Beacon St,42.353057,-71.080896,0,0,0,0,1,0,5644000,0,Apartment,1900,1,2021
4 Fountain Pl,42.366559,-71.05278,0,0,0,0,0,0,5643000,2714000,Apartment,1920,2,2014
159-199 Washington St,42.346226,-71.146471,0,0,0,0,0,0,5632500,0,Apartment,2019,2,2020
9 Chestnut St,42.357387,-71.068216,0,0,0,0,0,0,5631500,2123000,Single-Family,1900,3,2012
45-47 Commonwealth Ave #3,42.353025,-71.074723,0,0,0,0,1,0,5604500,1332000,Condominium,1910,3,2011
1 Dalton St #3802,42.345267,-71.084125,0,0,0,0,1,0,5600000,0,Condominium,2015,1,2019
135 Beacon St,42.354846,-71.074377,0,0,0,0,1,0,5600000,0,Apartment,1899,1,2015
187 Beacon St #3,42.354533,-71.075879,0,0,0,0,1,0,5600000,600000,Condominium,1905,2,2015
220 Boylston St #1107,42.352207,-71.068581,0,0,0,1,1,0,5600000,0,Condominium,1985,1,2019
325 Washington St #325,42.356939,-71.058963,0,0,0,0,0,0,5600000,0,Condominium,0,1,2006
474 Beacon St #2,42.351186,-71.088208,0,0,0,0,1,0,5600000,0,Condominium,2017,1,2017
50 Battery St #310,42.366525,-71.050923,1,0,1,1,0,0,5575000,1450000,Condominium,1992,2,2014
74 Beacon St,42.254752,-71.11434,0,0,0,0,0,0,5561000,5923000,Two-Family,1867,3,2014
61-67 Brighton Ave,42.352693,-71.128324,0,0,0,0,0,0,5558500,0,Apartment,1910,3,2003
1 Avery St #PH3A,42.35337,-71.062515,0,0,0,0,0,0,5550000,0,Condominium,2000,1,2005
191 Commonwealth Ave #41,42.351579,-71.080514,0,0,0,0,1,0,5550000,0,Condominium,1899,1,2017
191 Commonwealth Ave #42,42.351579,-71.080514,0,0,0,0,1,0,5550000,0,Condominium,1899,1,2017
1 Dalton St #3301,42.345267,-71.084125,0,0,0,0,1,0,5500000,0,Condominium,2015,1,2019
1 Dalton St #3405,42.345267,-71.084125,0,0,0,0,1,0,5500000,0,Condominium,2015,1,2019
1 Dalton St #3903,42.345267,-71.084125,0,0,0,0,1,0,5500000,0,Condominium,2015,1,2019
1 Dalton St #4002,42.345267,-71.084125,0,0,0,0,1,0,5500000,0,Condominium,2015,1,2022
1 Franklin St #5103,42.356057,-71.059157,0,0,0,0,0,0,5500000,0,Condominium,2016,1,2022
10 Lothian Rd,42.339833,-71.153876,0,0,0,0,0,0,5500000,0,Apartment,1920,1,2019
211 W Springfield St,42.340594,-71.080338,0,0,0,1,1,0,5500000,0,Apartment,1900,1,2018
213 W Springfield St,42.340644,-71.080386,0,0,0,0,1,0,5500000,0,Apartment,1899,1,2018
3 Louisburg Sq,42.358063,-71.068381,0,0,0,0,0,0,5500000,0,Apartment,1900,1,2003
500 Atlantic Ave #21H,42.353653,-71.053436,0,0,0,1,1,0,5500000,0,Condominium,2006,1,2007
74 Commonwealth Ave,42.352343,-71.075107,0,0,0,0,1,0,5500000,0,Apartment,1899,1,2005
776 Boylston St #W9B,42.348809,-71.081814,0,0,0,0,1,0,5500000,0,Condominium,2008,1,2015
409 Commonwealth Ave #I,42.349237,-71.090272,0,0,0,0,1,0,5475000,0,Condominium,1899,1,2021
776 Boylston St #W11A,42.348809,-71.081814,0,0,0,0,1,0,5467500,215000,Condominium,2008,2,2012
1 Dalton St #3305,42.345267,-71.084125,0,0,0,0,1,0,5450000,0,Condominium,2015,1,2019
50 Battery St #309,42.366525,-71.050923,1,0,1,1,0,0,5450000,550000,Condominium,1992,3,2014
1 Dalton St #3505,42.345267,-71.084125,0,0,0,0,1,1,5446000,642000,Condominium,2015,2,2019
1 Dalton St #3005,42.345267,-71.084125,0,0,0,0,1,0,5433500,225000,Condominium,2015,3,2022
400 Stuart St #25A,42.348853,-71.074296,0,0,0,0,1,0,5433500,0,Condominium,2009,3,2021
20 Rowes Wharf #507,42.356979,-71.050463,0,0,0,0,1,0,5430000,0,Condominium,1987,1,2016
220 Boylston St #1111,42.352207,-71.068581,0,0,0,1,1,0,5422500,5045000,Condominium,1985,2,2018
1 Dalton St #3902,42.345267,-71.084125,0,0,0,0,1,0,5400000,0,Condominium,2015,1,2020
150-156 Prince St,42.314584,-71.123537,0,0,0,0,0,0,5400000,0,Single-Family,1960,1,2006
18 Marlborough St,42.354364,-71.072814,0,0,0,0,1,0,5400000,4400000,Single-Family,1865,2,2013
2 Avery St #PH2B,42.353193,-71.063136,0,0,0,0,0,0,5400000,3000000,Condominium,2000,2,2020
169 Marlborough St #3,42.352548,-71.079791,0,0,0,0,1,0,5395000,0,Condominium,1900,1,2018
45 Province St #PH1A,42.356912,-71.060201,0,0,0,0,0,0,5377500,0,Condominium,2007,1,2015
300 Boylston St #1202,42.351851,-71.070215,0,0,0,1,1,0,5375000,1750000,Condominium,1988,2,2020
150 Beacon St #3,42.354676,-71.075708,0,0,0,0,1,0,5370000,1410000,Condominium,1900,3,2001
1 Huntington Ave #PH1601,42.349359,-71.076991,0,0,0,0,1,0,5369000,0,Condominium,1999,1,2000
9 Arlington St #PH,42.354465,-71.071893,0,0,0,0,1,0,5350000,0,Condominium,2000,1,2003
776 Boylston St #E11C,42.348809,-71.081814,0,0,0,0,1,0,5338000,0,Condominium,2008,1,2008
29 W Cedar St,42.358756,-71.069779,0,0,0,0,1,0,5325000,3750000,Single-Family,1890,2,2019
41-43 Phillips St #18,42.360342,-71.068099,0,0,0,0,0,0,5325000,0,Condominium,1901,1,2019
160 W Canton St,42.342344,-71.074338,0,0,0,1,1,0,5322500,2855000,Single-Family,1890,2,2021
41-43 Edgerly Rd,42.345379,-71.087848,0,0,0,0,0,0,5316000,0,Apartment,1920,1,2019
1799 Centre St,42.287523,-71.152798,0,0,0,0,0,0,5308500,337000,Apartment,1960,3,2007
133 Seaport Blvd #PH1C,42.350971,-71.043923,1,1,1,1,1,0,5302000,0,Condominium,2018,1,2022
31 South St,42.339957,-71.157223,0,0,0,0,0,0,5300500,3931000,Apartment,1940,4,2007
1 Dalton St #3105,42.345267,-71.084125,0,0,0,0,1,0,5300000,0,Condominium,2015,1,2019
20 Beacon St #PH,42.358125,-71.062544,0,0,0,0,0,0,5300000,0,Condominium,1899,1,2018
287 Commonwealth Ave #3,42.350355,-71.085012,0,0,0,0,1,0,5300000,0,Condominium,1900,1,2015
300 Marlborough St #2,42.351352,-71.083959,0,0,0,0,1,0,5300000,0,Condominium,1920,1,2016
384 Marlborough St,42.35041,-71.087441,0,0,0,0,1,0,5300000,0,Single-Family,1881,1,2021
625-625A Tremont St,42.342526,-71.074569,0,0,0,1,1,0,5300000,0,Single-Family,1899,1,2018
94 Queensberry St,42.342176,-71.099143,0,0,0,0,0,0,5280000,0,Apartment,1910,1,2005
1 Dalton St #3303,42.345267,-71.084125,0,0,0,0,1,1,5275000,0,Condominium,2015,2,2019
1280-1284 Washington St #PH,42.342255,-71.067594,0,0,0,1,0,0,5275000,2000000,Condominium,2001,2,2016
50 Beacon St #3,42.356689,-71.067676,0,0,0,0,0,0,5274000,689000,Condominium,1875,3,2013
128 Beacon St #D,42.3551,-71.073792,0,0,0,0,1,0,5266500,1700000,Condominium,1899,3,2011
128 Beacon St #H,42.354908,-71.074857,0,0,0,1,1,0,5265500,2769000,Condominium,1899,2,2005
1 Dalton St #4005,42.345267,-71.084125,0,0,0,0,1,0,5250000,0,Condominium,2015,1,2019
1 Franklin St #5306,42.356057,-71.059157,0,0,0,0,0,0,5250000,0,Condominium,2016,1,2021
1615 Commonwealth Ave,42.343486,-71.143541,0,0,0,0,0,0,5250000,0,Apartment,1899,1,2007
284 Marlborough St,42.351508,-71.083358,0,0,0,0,1,0,5250000,0,Apartment,1900,1,2017
80 Commonwealth Ave #8,42.352264,-71.075411,0,0,0,0,1,0,5250000,0,Condominium,1899,1,2016
191 Commonwealth Ave #61,42.351557,-71.080238,0,0,0,0,1,0,5246000,2920000,Condominium,1899,3,2021
45 Province St #PH1B,42.356912,-71.060201,0,0,0,0,0,0,5227500,0,Condominium,2007,1,2014
169 Marlborough St #1,42.352548,-71.079791,0,0,0,0,1,0,5210000,0,Condominium,1900,1,2018
25 Orlando St,42.274696,-71.099108,0,0,0,0,0,0,5210000,4420000,Apartment,0,2,2021
21 Chestnut St,42.357712,-71.067201,0,0,0,0,0,0,5200000,0,Single-Family,1830,1,2014
40 Chestnut St,42.357289,-71.068237,0,0,0,0,0,0,5200000,0,Single-Family,1810,1,2009
409 Commonwealth Ave #C,42.349237,-71.090272,0,0,0,0,1,0,5200000,0,Condominium,1899,1,2014
6-A Appleton St,42.346297,-71.070026,0,0,0,1,1,0,5200000,1200000,Apartment,1899,2,2019
79 Pinckney St,42.358944,-71.068567,0,0,0,0,0,0,5200000,1100000,Single-Family,1890,2,2006
